Stat,Test,ODI,T20,IPL
Matches,4,12,22,5
Innings,8,12,22,4
Balls,520,562,450,73
Runs,302,656,592,114
Maidens,21,2,1,0
Wickets,16,11,33,4
Avg,18.88,59.64,17.94,28.5
Eco,3.48,7,7.89,9.37
SR,32.5,51.09,13.64,18.25
BBI,5/43,2/32,4/14,2/20
BBM,5/65,2/32,4/14,2/20
