Stat,Test,ODI,T20,IPL
Matches,4,12,22,5
Innings,6,10,14,3
Runs,245,270,115,58
Balls,319,248,107,36
Highest,100,67,30,27
Average,61.25,45,12.78,29
SR,76.81,108.88,107.48,161.12
Not Out,2,4,5,1
Fours,31,29,9,5
Sixes,1,5,2,3
Ducks,1,1,1,0
