batter,runs,balls,fours,sixes,strike_rate,dismissal
Harbhajan Singh,5,8,0,0,62.5,c Gurkeerat Singh b A Gilchrist
Lasith Malinga,1,1,0,0,100.0,not out
Dinesh Karthik,0,3,0,0,0.0,c & b P Chawla
Rohit Sharma,25,25,2,1,100.0,b P Chawla
Kieron Pollard,22,21,1,1,104.76,c D Miller b Sandeep Sharma
Ambati Rayudu,26,22,3,0,118.18,c A Gilchrist b Awana
Aditya Tare,22,12,2,2,183.33,b Sandeep Sharma
Glenn Maxwell,0,3,0,0,0.0,c Manan Vohra b P Kumar
Nathan Coulter-Nile,9,6,0,1,150.0,b A Mahmood
Rishi Dhawan,14,15,2,0,93.33,lbw b A Mahmood
