bowler,overs,maidens,runs,wickets,economy
Divya Golechha,4.0,0,10,1,2.5
Camilla Ostergaard,3.0,0,14,1,4.7
Anne-Sofie Slebsager,2.0,0,16,3,8.0
Nita Dalgaard,3.5,0,22,2,5.7
Line Ostergaard,2.0,0,2,0,1.0
