Stat,Test,ODI,T20,IPL
Matches,0,0,0,1
Innings,0,0,0,1
Balls,0,0,0,18
Runs,0,0,0,24
Maidens,0,0,0,0
Wickets,0,0,0,1
Avg,0.0,0.0,0.0,24.0
Eco,0,0,0,8
SR,0.0,0.0,0.0,18.0
BBI,-/-,-/-,-/-,1/24
BBM,-/-,-/-,-/-,1/24
