bowler,overs,maidens,runs,wickets,economy
Prasidh Krishna,4.0,0,30,0,7.5
Harry Gurney,4.0,0,37,1,9.2
Andre Russell,1.0,0,16,0,16.0
Sunil Narine,4.0,1,19,2,4.8
Kuldeep Yadav,3.0,0,28,0,9.3
Piyush Chawla,3.4,0,32,2,8.7
