batter,runs,balls,fours,sixes,strike_rate,dismissal
Harbhajan Singh,14,8,3,0,175.0,c M Hussey b DJ Bravo
Lasith Malinga,0,2,0,0,0.0,c M Dhoni b DJ Bravo
Dinesh Karthik,21,26,3,0,80.77,b C Morris
Dwayne Smith,4,4,1,0,100.0,lbw b Mohit Sharma
Mitchell Johnson,1,2,0,0,50.0,c M Dhoni b DJ Bravo
Rohit Sharma,2,5,0,0,40.0,c & b A Morkel
Kieron Pollard,60,32,7,3,187.5,not out
Pragyan Ojha,1,1,0,0,100.0,not out
Ambati Rayudu,37,36,4,0,102.78,b DJ Bravo
Aditya Tare,0,1,0,0,0.0,b A Morkel
Rishi Dhawan,3,3,0,0,100.0,run out (Mohit Sharma/C Morris)
