batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Warne,0,1,0,0,0.0,b Sharma
Graeme Smith,1,3,0,0,33.33,lbw b Vaas
Munaf Patel,5,7,0,0,71.43,run out (Suman/Gilchrist)
Ravindra Jadeja,19,20,0,0,95.0,not out
Morne Morkel,8,8,1,0,100.0,c Ravi Teja b Sharma
Yusuf Pathan,6,7,0,0,85.71,c Smith b Ojha
Swapnil Asnodkar,44,39,6,1,112.82,run out (Gilchrist/Venugopal Rao)
Siddharth Trivedi,1,5,0,0,20.0,b Singh
Naman Ojha,16,14,2,0,114.29,run out (Ravi Teja)
Lee Carseldine,8,11,1,0,72.73,st Gilchrist b Vaas
Abhishek Raut,1,2,0,0,50.0,b Sharma
