batter,runs,balls,fours,sixes,strike_rate,dismissal
Lendl Simmons,5,13,0,0,38.46,run out (SN Thakur)
Parthiv Patel,52,40,3,3,130.0,c Christian b SN Thakur
Rohit Sharma,1,2,0,0,50.0,lbw b Washington Sundar
Ambati Rayudu,0,3,0,0,0.0,c Steven Smith b Washington Sundar
Kieron Pollard,7,10,1,0,70.0,c Steven Smith b Washington Sundar
Hardik Pandya,14,10,1,1,140.0,c Christian b Lockie Ferguson
Krunal Pandya,15,11,2,0,136.36,c Christian b SN Thakur
Mitchell McClenaghan,12,11,0,1,109.09,c Unadkat b SN Thakur
Karn Sharma,4,7,0,0,57.14,c Dhoni b Unadkat
Jasprit  Bumrah,16,11,0,1,145.45,not out
Lasith Malinga,7,2,0,1,350.0,not out
