Stat,Test,ODI,T20,IPL
Matches,20,75,64,25
Innings,31,31,18,4
Runs,97,126,59,4
Balls,230,258,72,9
Highest,19,20,13,3
Average,4.85,9,11.8,2
SR,42.18,48.84,81.95,44.45
Not Out,11,17,13,2
Fours,14,8,5,0
Sixes,1,6,1,0
Ducks,8,6,2,1
