Stat,Test,ODI,T20,IPL
Matches,20,75,64,25
Innings,35,74,64,24
Balls,2578,3461,1299,550
Runs,1356,3350,1867,772
Maidens,100,32,1,2
Wickets,58,115,90,37
Avg,23.38,29.13,20.74,20.86
Eco,3.16,5.81,8.62,8.42
SR,44.45,30.1,14.43,14.86
BBI,6/39,6/58,5/39,4/10
BBM,8/102,6/58,5/39,4/10
