bowler,overs,maidens,runs,wickets,economy
Rishi Dhawan,1,0,10,0,10.0
Sam Curran,2,0,18,0,9.0
Harpreet Brar,4,0,30,4,7.5
Nathan Ellis,4,0,26,2,6.5
Arshdeep Singh,4,0,32,0,8.0
Rahul Chahar,4,0,16,2,4.0
Sikandar Raza,1,0,3,0,3.0
