batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,54,27,10,1,200.0,lbw b Harpreet Brar
Philip Salt,21,17,3,0,123.53,b Harpreet Brar
Mitchell Marsh,3,4,0,0,75.0,lbw b Rahul Chahar
Rilee Rossouw,5,5,1,0,100.0,c Raza b Harpreet Brar
Axar Patel,1,2,0,0,50.0,lbw b Rahul Chahar
Manish Pandey,0,3,0,0,0.0,b Harpreet Brar
Aman Hakim Khan,16,18,1,1,88.89,c Harpreet Brar b Nathan Ellis
Praveen Dubey,16,20,2,0,80.0,b Nathan Ellis
Kuldeep Yadav,10,17,0,0,58.82,not out
Mukesh Kumar,6,7,0,0,85.71,not out
