batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,40,20,3,3,200.0,c Pollock b Thornely
Shoaib Malik,24,22,1,0,109.09,c Nayar b Pollock
Glenn McGrath,0,2,0,0,0.0,c Thornely b Kulkarni
Dinesh Karthik,28,23,3,0,121.74,lbw b Bravo
Gautam Gambhir,1,9,0,0,11.11,c Uthappa b Nehra
Mohammad Asif,0,1,0,0,0.0,c Nehra b Kulkarni
AB de Villiers,21,17,2,1,123.53,run out (Kulkarni)
Shikhar Dhawan,1,3,0,0,33.33,c Uthappa b Pollock
Rajat Bhatia,9,8,0,1,112.5,c Uthappa b Nehra
Pradeep Sangwan,2,4,0,0,50.0,c Tiwary b Nehra
Yo Mahesh,3,5,0,0,60.0,not out
