bowler,overs,maidens,runs,wickets,economy
Ashok Dinda,3.0,0,24,1,8.0
Ishant Sharma,3.0,0,13,0,4.33
Murali Kartik,4.0,0,23,0,5.75
Sourav Ganguly,1.0,0,8,0,8.0
Ajit Agarkar,1.0,0,17,0,17.0
Chris Gayle,1.0,0,14,0,14.0
Moises Henriques,0.1,0,4,0,40.0
