batter,runs,balls,fours,sixes,strike_rate,dismissal
Jacob Bethell,27,27,2,0,100.0,c Tilak Varma b Corbin Bosch
Virat Kohli,0,1,0,0,0.0,c Raj Bawa b Deepak Chahar
Devdutt Padikkal,12,11,1,1,109.09,c Ryan Rickelton b Deepak Chahar
Rajat Patidar,8,8,1,0,100.0,c Ryan Rickelton b Corbin Bosch
Krunal Pandya,73,46,4,5,158.7,c Tilak Varma b AM Ghazanfar
Jitesh Sharma,18,12,1,2,150.0,c Naman Dhir b Corbin Bosch
Tim David,0,1,0,0,0.0,c Ryan Rickelton b Corbin Bosch
Romario Shepherd,4,11,0,0,36.36,c Tilak Varma b Raj Bawa
Rasikh Salam Dar,3,2,0,0,150.0,not out
Bhuvneshwar Kumar,7,2,0,1,350.0,not out
