batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,15,14,2,0,107.14,run out (Karthik)
Harbhajan Singh,10,6,0,1,166.67,b Nehra
Jean-Paul Duminy,0,4,0,0,0.0,c Karthik b Nannes
Dwayne Bravo,35,30,2,2,116.67,c Karthik b Nannes
Luke Ronchi,0,2,0,0,0.0,run out (Warner)
Ajinkya Rahane,12,12,2,0,100.0,c Sangwan b Bhatia
Dhawal Kulkarni,1,4,0,0,25.0,run out (Warner/Karthik)
Abhishek Nayar,18,28,1,0,64.29,c de Villiers b Nehra
Rohan Raje,1,2,0,0,50.0,b Bhatia
Pinal Shah,11,20,0,0,55.0,c Mishra b Bhatia
