bowler,overs,maidens,runs,wickets,economy
Dirk Nannes,4,0,33,2,8.25
Ashish Nehra,4,0,27,2,6.75
Pradeep Sangwan,4,0,18,0,4.5
Amit Mishra,4,0,20,0,5.0
Rajat Bhatia,4,0,15,3,3.75
