batter,runs,balls,fours,sixes,strike_rate,dismissal
Nitish Rana,18,11,2,1,163.64,c Devdutt Padikkal b Chahal
Shubman Gill,21,9,2,2,233.33,c (sub)Christian b Jamieson
Rahul Tripathi,25,20,5,0,125.0,c Siraj b Washington Sundar
Eoin Morgan,29,23,1,2,126.09,c Kohli b Harshal Patel
Dinesh Karthik,2,5,0,0,40.0,lbw b Chahal
Shakib Al Hasan,26,25,1,1,104.0,b Jamieson
Andre Russell,31,20,3,2,155.0,b Harshal Patel
Pat Cummins,6,2,0,1,300.0,c de Villiers b Jamieson
Harbhajan Singh,2,2,0,0,100.0,not out
Varun Chakravarthy,2,3,0,0,66.67,not out
