bowler,overs,maidens,runs,wickets,economy
D Chahar,4,0,33,2,8.2
Santner,4,0,25,1,6.2
SN Thakur,4,0,44,2,11.0
Ravindra Jadeja,4,0,20,2,5.0
Tahir,4,0,28,0,7.0
