over,runs,wickets
1,6,0
2,10,0
3,3,0
4,6,0
5,12,0
6,11,0
7,2,0
8,7,0
9,8,0
10,15,0
11,4,0
12,12,0
13,9,0
14,3,0
15,13,0
16,6,0
17,8,0
18,5,0
19,1,0
