bowler,overs,maidens,runs,wickets,economy
Mohammed Shami,4,0,43,1,10.8
Pradeep Sangwan,2,0,23,0,11.5
Alzarri Joseph,3,0,25,0,8.3
Lockie Ferguson,3,0,29,1,9.7
Rashid Khan,4,0,21,0,5.2
