bowler,overs,maidens,runs,wickets,economy
Yusuf Pathan,2.0,0,14,0,7.0
Munaf Patel,4.0,0,29,0,7.25
Shane Warne,2.0,0,20,1,10.0
Sohail Tanvir,4.0,0,30,2,7.5
Siddharth Trivedi,4.0,0,31,2,7.75
Shane Watson,3.1,0,22,2,7.1
