batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,51,39,4,2,130.77,c Kaif b Warne
Salman Butt,7,7,1,0,100.0,b Sohail Tanvir
Ajit Agarkar,20,13,1,2,153.85,c Rawat b Watson
Brad Hodge,1,3,0,0,33.33,run out (Trivedi)
Umar Gul,2,2,0,0,100.0,run out (Jadeja/Rawat)
David Hussey,42,30,1,2,140.0,b Trivedi
Ishant Sharma,1,1,0,0,100.0,not out
Wriddhiman Saha,1,2,0,0,50.0,b Trivedi
Ashok Dinda,1,3,0,0,33.33,c sub (T Kohli) b Watson
Laxmi Shukla,2,2,0,0,100.0,run out (Jadeja/Rawat)
Debabrata Das,11,13,1,0,84.62,c Watson b Sohail Tanvir
