bowler,overs,maidens,runs,wickets,economy
Trent Boult,4,0,30,2,7.5
Prasidh Krishna,4,0,35,1,8.8
Ravichandran Ashwin,4,0,20,0,5.0
Kuldeep Sen,4,0,35,1,8.8
Yuzvendra Chahal,4,0,41,4,10.2
