batter,runs,balls,fours,sixes,strike_rate,dismissal
Brad Hogg,5,5,0,0,100.0,run out (Anureet Singh)
Gautam Gambhir,24,23,4,0,104.35,c Vijay b Gurkeerat Singh
Piyush Chawla,18,11,2,1,163.64,c W Saha b Anureet Singh
Johan Botha,2,4,0,0,50.0,run out (A Patel)
Robin Uthappa,17,11,3,0,154.55,c A Patel b Anureet Singh
Yusuf Pathan,29,19,1,3,152.63,c W Saha b B Hendricks
Manish Pandey,22,15,4,0,146.67,c A Patel b Maxwell
Sunil Narine,0,1,0,0,0.0,not out
Andre Russell,51,21,5,4,242.86,c W Saha b A Patel
Suryakumar Yadav,9,9,1,0,100.0,b Gurkeerat Singh
