Stat,Test,ODI,T20,IPL
Matches,0,0,97,0
Innings,0,0,96,0
Balls,0,0,1731,0
Runs,0,0,2021,0
Maidens,0,0,4,0
Wickets,0,0,89,0
Avg,0.0,0.0,22.71,0.0
Eco,0,0,7.01,0
SR,0.0,0.0,19.45,0.0
BBI,-/-,-/-,4/17,-/-
BBM,-/-,-/-,4/17,-/-
