Stat,Test,ODI,T20,IPL
Matches,21,32,30,45
Innings,32,27,20,25
Runs,624,553,268,190
Balls,1145,492,182,167
Highest,93,75,55,34
Average,23.11,25.14,17.87,13.57
SR,54.50,112.40,147.26,113.78
Not Out,5,5,5,11
Fours,77,44,17,9
Sixes,13,25,21,9
Ducks,4,2,2,3
