batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul,7,11,1,0,63.64,b Lungi Ngidi
Gayle,0,2,0,0,0.0,c Dhoni b Lungi Ngidi
Finch,4,6,1,0,66.67,c Raina b D Chahar
Manoj Tiwary,35,30,3,1,116.67,c Dhoni b Ravindra Jadeja
Miller,24,22,1,1,109.09,b DJ Bravo
Nair,54,26,3,5,207.69,c D Chahar b DJ Bravo
Axar,14,12,0,1,116.67,c Billings b SN Thakur
Ashwin,0,1,0,0,0.0,c Dhoni b Lungi Ngidi
Andrew Tye,0,2,0,0,0.0,c Raina b Lungi Ngidi
Mohit Sharma,2,3,0,0,66.67,not out
Rajpoot,2,4,0,0,50.0,c du Plessis b SN Thakur
