bowler,overs,maidens,runs,wickets,economy
Sandeep Lamichhane,4.0,0,36,3,9.0
Trent Boult,4.0,0,33,1,8.2
Glenn Maxwell,2.0,0,19,0,9.5
Harshal Patel,2.3,0,28,3,11.2
Liam Plunkett,3.0,0,27,0,9.0
Amit Mishra,4.0,0,19,3,4.8
