batter,runs,balls,fours,sixes,strike_rate,dismissal
Suryakumar Yadav,12,4,1,1,300.0,c Vijay Shankar b Lamichhane
Evin Lewis,48,31,3,4,154.84,st Pant b A Mishra
Ishan Kishan,5,13,0,0,38.46,c Vijay Shankar b A Mishra
Kieron Pollard,7,7,0,0,100.0,c Boult b Lamichhane
Rohit Sharma,13,11,1,0,118.18,c Boult b Harshal Patel
Krunal Pandya,4,3,1,0,133.33,c (sub)Rahul Tewatia b Lamichhane
Hardik Pandya,27,17,2,1,158.82,c (sub)Rahul Tewatia b A Mishra
Ben Cutting,37,20,2,3,185.0,c Maxwell b Harshal Patel
Mayank Markande,3,10,0,0,30.0,b Boult
Jasprit  Bumrah,0,1,0,0,0.0,c Boult b Harshal Patel
