batter,runs,balls,fours,sixes,strike_rate,dismissal
Dale Steyn,0,1,0,0,0.0,c K Pollard b Malinga
Ravi Bopara,23,27,1,0,85.19,c (sub)H Pandya b McClenaghan
Praveen Kumar,0,2,0,0,0.0,b Malinga
Shikhar Dhawan,42,29,7,1,144.83,c Malinga b McClenaghan
Naman Ojha,9,9,0,0,100.0,c K Pollard b Jagadeesha Suchith
Bhuvneshwar Kumar,6,4,1,0,150.0,not out
David Warner,9,7,2,0,128.57,c Rayudu b Malinga
Karn Sharma,2,5,0,0,40.0,not out
Hanuma Vihari,16,10,3,0,160.0,c Parthiv Patel b Malinga
KL Rahul,25,27,0,1,92.59,c Rayudu b McClenaghan
