Stat,Test,ODI,T20
WPL,Matches,0,0
Innings,0,0,3
Balls,0,0,42
Runs,0,0,43
Maidens,0,0,0
Wickets,0,0,4
Avg,0.0,0.0,10.75
Eco,0,0,6.14
SR,0.0,0.0,10.5
BBI,-/-,-/-,4/12
BBM,-/-,-/-,4/12
