batter,runs,balls,fours,sixes,strike_rate,dismissal
Kumar Sangakkara,35,28,5,0,125.0,c R McLaren b P Chawla
Jean-Paul Duminy,18,16,1,0,112.5,c P Chawla b R McLaren
Dale Steyn,1,2,0,0,50.0,not out
Manpreet Gony,0,1,0,0,0.0,b R McLaren
Shikhar Dhawan,45,36,5,1,125.0,c S Singh b P Valthaty
Amit Mishra,0,1,0,0,0.0,lbw b P Valthaty
Dwaraka Ravi Teja,10,6,1,0,166.67,not out
Bharath Chipli,14,12,2,0,116.67,c S Marsh b P Valthaty
Sunny Sohal,7,5,1,0,140.0,c D Karthik b R Harris
Daniel Christian,30,14,2,2,214.29,b P Valthaty
