batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,31,24,4,0,129.17,c B Rohrer b U Yadav
Robin Uthappa,37,33,4,0,112.12,c U Chand b I Pathan
Mithun Manhas,2,4,0,0,50.0,not out
Luke Wright,19,18,3,0,105.56,c D Warner b U Yadav
Aaron Finch,37,33,5,0,112.12,c K Jadhav b I Pathan
Steven Smith,17,8,2,1,212.5,not out
