bowler,overs,maidens,runs,wickets,economy
Deepak Chahar,3,0,26,0,8.7
Tushar Deshpande,4,0,42,0,10.5
Mustafizur Rahman,4,0,43,1,10.8
Ravindra Jadeja,3,0,32,0,10.7
Matheesha Pathirana,4,0,29,1,7.2
Moeen Ali,1,0,5,0,5.0
