Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,DNB,DC,T20,Hyderabad,21 Apr 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,PAK,T20I,Pallekele,28 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,NZ,T20I,Colombo,25 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,0(2),ENG,T20I,Pallekele,22 Feb 26,0,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,ZIM,T20I,Colombo,19 Feb 26,DNB,DNB,DNB
"SRI LANKA TOUR OF ZIMBABWE, 2025",DNB,ZIM,ODI,Harare,31 Aug 25,DNB,DNB,DNB
"SRI LANKA TOUR OF ZIMBABWE, 2025",DNB,ZIM,ODI,Harare,29 Aug 25,DNB,DNB,DNB
"NEW ZEALAND TOUR OF SRI LANKA, 2024",DNB,NZ,ODI,Dambulla,13 Nov 24,DNB,DNB,DNB
"WEST INDIES TOUR OF SRI LANKA, 2024",DNB,WI,ODI,Pallekele,26 Oct 24,DNB,DNB,DNB
"INDIA TOUR OF SRI LANKA, 2024",0(1),IND,T20I,Pallekele,27 Jul 24,0,0,0
"SRI LANKA TOUR OF BANGLADESH, 2024",DNB,BAN,ODI,Chattogram,15 Mar 24,DNB,DNB,DNB
"SRI LANKA TOUR OF BANGLADESH, 2024",0(3),BAN,ODI,Chattogram,13 Mar 24,0,0,0
"SRI LANKA TOUR OF BANGLADESH, 2024",DNB,BAN,T20I,Sylhet,06 Mar 24,DNB,DNB,DNB
"AFGHANISTAN TOUR OF SRI LANKA, 2024",DNB,AFG,ODI,Pallekele,14 Feb 24,DNB,DNB,DNB
"AFGHANISTAN TOUR OF SRI LANKA, 2024",DNB,AFG,ODI,Pallekele,11 Feb 24,DNB,DNB,DNB
"AFGHANISTAN TOUR OF SRI LANKA, 2024",DNB,AFG,ODI,Pallekele,09 Feb 24,DNB,DNB,DNB
ZIMBABWE TOUR OF SRI LANKA 2024,DNB,ZIM,T20I,Colombo,18 Jan 24,DNB,DNB,DNB
ZIMBABWE TOUR OF SRI LANKA 2024,DNB,ZIM,T20I,Colombo,16 Jan 24,DNB,DNB,DNB
ZIMBABWE TOUR OF SRI LANKA 2024,DNB,ZIM,ODI,Colombo,11 Jan 24,DNB,DNB,DNB
ZIMBABWE TOUR OF SRI LANKA 2024,DNB,ZIM,ODI,Colombo,08 Jan 24,DNB,DNB,DNB
ZIMBABWE TOUR OF SRI LANKA 2024,3*(2),ZIM,ODI,Colombo,06 Jan 24,150,0,0
ICC CRICKET WORLD CUP 2023,19(48),NZ,ODI,Bengaluru,09 Nov 23,39.5,2,0
ICC CRICKET WORLD CUP 2023,0*(1),BAN,ODI,Delhi,06 Nov 23,0,0,0
ICC CRICKET WORLD CUP 2023,5(6),IND,ODI,Mumbai,02 Nov 23,83.3,1,0
ICC CRICKET WORLD CUP 2023,0*(4),AFG,ODI,Pune,30 Oct 23,0,0,0
ICC CRICKET WORLD CUP 2023,DNB,ENG,ODI,Bengaluru,26 Oct 23,DNB,DNB,DNB
ICC CRICKET WORLD CUP 2023,DNB,NED,ODI,Lucknow,21 Oct 23,DNB,DNB,DNB
ICC CRICKET WORLD CUP 2023,0*(6),AUS,ODI,Lucknow,16 Oct 23,0,0,0
ICC CRICKET WORLD CUP 2023,DNB,PAK,ODI,Hyderabad,10 Oct 23,DNB,DNB,DNB
ICC CRICKET WORLD CUP 2023,4*(2),RSA,ODI,Delhi,07 Oct 23,200,1,0
"PAKISTAN TOUR OF SRI LANKA, 2023",0* & 0,PAK,Test,Colombo,24 Jul 23,0 & 0,0 & 0,0 & 0
ICC CRICKET WORLD CUP QUALIFIERS 2023,DNB,NED,ODI,Harare,09 Jul 23,DNB,DNB,DNB
ICC CRICKET WORLD CUP QUALIFIERS 2023,DNB,WI,ODI,Harare,07 Jul 23,DNB,DNB,DNB
ICC CRICKET WORLD CUP QUALIFIERS 2023,DNB,ZIM,ODI,Bulawayo,02 Jul 23,DNB,DNB,DNB
ICC CRICKET WORLD CUP QUALIFIERS 2023,1*(5),NED,ODI,Bulawayo,30 Jun 23,20,0,0
"SRI LANKA TOUR NEW ZEALAND, 2023",0(2),NZ,T20I,Dunedin,05 Apr 23,0,0,0
"SRI LANKA TOUR NEW ZEALAND, 2023",DNB,NZ,T20I,Auckland,02 Apr 23,DNB,DNB,DNB
"SRI LANKA TOUR NEW ZEALAND, 2023",4*(2),NZ,ODI,Auckland,25 Mar 23,200,1,0
"SRI LANKA TOUR OF INDIA, 2023",DNB,IND,ODI,Guwahati,10 Jan 23,DNB,DNB,DNB
"SRI LANKA TOUR OF INDIA, 2023",1(2),IND,T20I,Rajkot,07 Jan 23,50,0,0
"SRI LANKA TOUR OF INDIA, 2023",DNB,IND,T20I,Pune,05 Jan 23,DNB,DNB,DNB
"SRI LANKA TOUR OF INDIA, 2023",DNB,IND,T20I,Mumbai,03 Jan 23,DNB,DNB,DNB
"ASIA CUP, 2022",DNB,PAK,T20I,Dubai,11 Sep 22,DNB,DNB,DNB
"ASIA CUP, 2022",DNB,PAK,T20I,Dubai,09 Sep 22,DNB,DNB,DNB
"ASIA CUP, 2022",DNB,IND,T20I,Dubai,06 Sep 22,DNB,DNB,DNB
"ASIA CUP, 2022",DNB,AFG,T20I,Sharjah,03 Sep 22,DNB,DNB,DNB
"ASIA CUP, 2022",DNB,BAN,T20I,Dubai,01 Sep 22,DNB,DNB,DNB
"ASIA CUP, 2022",1*(2),AFG,T20I,Dubai,27 Aug 22,50,0,0
