Stat,Test,ODI,T20,IPL
Matches,1,28,19,1
Innings,1,28,19,1
Balls,102,1224,378,24
Runs,77,1251,591,36
Maidens,3,11,0,0
Wickets,0,50,20,1
Avg,0.0,25.02,29.55,36.0
Eco,4.53,6.13,9.38,9
SR,0.0,24.48,18.9,24.0
BBI,0/77,5/80,3/24,1/36
BBM,0/77,5/80,3/24,1/36
