Stat,Test,ODI,T20,IPL
Matches,1,28,19,1
Innings,2,11,6,0
Runs,0,36,2,0
Balls,8,79,9,0
Highest,0,19,1,0
Average,0,12,0.4,0
SR,0.00,45.57,22.23,0
Not Out,1,8,1,0
Fours,0,5,0,0
Sixes,0,0,0,0
Ducks,1,1,4,0
