batter,runs,balls,fours,sixes,strike_rate,dismissal
Jacques Kallis,1,6,0,0,16.67,c M Singh b A Mahmood
Gautam Gambhir,60,39,9,0,153.85,c A Gilchrist b M Gony
Eoin Morgan,47,38,6,0,123.68,c D Hussey b A Mahmood
Manoj Tiwary,1,7,0,0,14.29,b Awana
Yusuf Pathan,13,16,2,0,81.25,c D Miller b P Kumar
Rajat Bhatia,16,6,0,2,266.67,b Awana
Debabrata Das,1,3,0,0,33.33,lbw b A Mahmood
Manvinder Bisla,0,1,0,0,0.0,c A Gilchrist b P Kumar
Sunil Narine,1,2,0,0,50.0,not out
Sachithra Senanayake,1,2,0,0,50.0,run out (A Gilchrist/P Kumar)
