over,runs,wickets
1,2,0
2,16,0
3,13,0
4,4,0
5,2,0
6,5,0
7,10,0
8,8,0
9,10,0
10,8,0
11,20,0
12,10,0
13,5,0
14,19,0
15,6,0
16,17,0
17,16,0
18,16,0
19,18,0
20,13,0
