batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,1,2,0,0,50.0,c du Plessis b I Pandey
Mitchell Johnson,1,2,0,0,50.0,c Nehra b R Jadeja
Shaun Marsh,10,10,1,0,100.0,lbw b Nehra
George Bailey,1,3,0,0,33.33,c Dhoni b R Jadeja
Wriddhiman Saha,15,23,0,0,65.22,c Ashwin b Nehra
Murali Vijay,34,32,4,1,106.25,c DJ Bravo b Ashwin
Anureet Singh,10,20,0,0,50.0,c R Jadeja b Mohit Sharma
David Miller,3,9,0,0,33.33,c Raina b R Jadeja
Sandeep Sharma,1,4,0,0,25.0,not out
Axar Patel,9,10,0,1,90.0,st Dhoni b Ashwin
Karanveer Singh,2,5,0,0,40.0,not out
