Stat,Test,ODI,T20,IPL
Matches,4,9,30,23
Innings,6,9,28,20
Runs,138,230,697,519
Balls,144,160,427,350
Highest,54,54,125,57
Average,23,28.75,26.81,25.95
SR,95.84,143.75,163.24,148.29
Not Out,0,1,2,0
Fours,13,10,39,35
Sixes,6,20,55,37
Ducks,2,0,1,3
