Stat,Test,ODI,T20,IPL
Matches,76,28,6,0
Innings,140,26,4,0
Runs,4950,557,60,0
Balls,9122,749,50,0
Highest,181,60,26,0
Average,38.08,22.28,20,0
SR,54.26,74.37,120.00,0
Not Out,10,1,1,0
Fours,567,60,5,0
Sixes,21,1,2,0
Ducks,18,1,0,0
