Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
"IRELAND TOUR OF BANGLADESH, 2025",0-5 & 0-2,IRE,Test,Dhaka,19 Nov 25,1.6 & 2,3 & 1,1 & 0
"BANGLADESH TOUR OF SRI LANKA, 2025",0-8 & DNB,SL,Test,Colombo,25 Jun 25,4 & DNB,2 & DNB,0 & DNB
"BANGLADESH TOUR OF SRI LANKA, 2025",1-28 & DNB,SL,Test,Galle,17 Jun 25,4 & DNB,7 & DNB,0 & DNB
"ZIMBABWE TOUR OF BANGLADESH, 2025",0-2 & DNB,ZIM,Test,Chattogram,28 Apr 25,1 & DNB,2 & DNB,0 & DNB
"SOUTH AFRICA TOUR OF BANGLADESH, 2024",0-15 & DNB,RSA,Test,Chattogram,29 Oct 24,3.7 & DNB,4 & DNB,0 & DNB
"SOUTH AFRICA TOUR OF BANGLADESH, 2024",DNB & 0-16,RSA,Test,Dhaka,21 Oct 24,DNB & 8,DNB & 2,DNB & 0
"BANGLADESH TOUR OF INDIA, 2024",0-4 & 0-15,IND,Test,Chennai,19 Sep 24,4 & 7.5,1 & 2,0 & 0
"SRI LANKA TOUR OF BANGLADESH, 2024",DNB & 0-0,SL,Test,Sylhet,22 Mar 24,DNB & 0,DNB & 1,DNB & 1
"NEW ZEALAND TOUR OF BANGLADESH, 2023",0-17 & 0-4,NZ,Test,Dhaka,06 Dec 23,8.5 & 4,2 & 1,0 & 0
"NEW ZEALAND TOUR OF BANGLADESH, 2023",3-4 & 0-5,NZ,Test,Sylhet,28 Nov 23,1.1 & 2.5,3.5 & 2,1 & 0
"IRELAND TOUR OF BANGLADESH, 2023",DNB & 0-2,IRE,Test,Dhaka,04 Apr 23,DNB & 2,DNB & 1,DNB & 0
"SRI LANKA TOUR OF BANGLADESH, 2022",0-7 & DNB,SL,Test,Dhaka,23 May 22,2.3 & DNB,3 & DNB,0 & DNB
"BANGLADESH TOUR OF SOUTH AFRICA, 2022",0-17 & 0-0,RSA,Test,Durban,31 Mar 22,4.2 & 0,4 & 1,0 & 1
"BANGLADESH TOUR OF NEW ZEALAND, 2022",1-34 & DNB,NZ,Test,Christchurch,09 Jan 22,11.3 & DNB,3 & DNB,0 & DNB
"BANGLADESH TOUR OF NEW ZEALAND, 2022",2-6 & 0-7,NZ,Test,Mount Maunganui,01 Jan 22,1.4 & 1.7,4.1 & 4,0 & 0
"PAKISTAN TOUR OF BANGLADESH, 2021",0-12 & DNB,PAK,Test,Chattogram,26 Nov 21,4 & DNB,3 & DNB,0 & DNB
"BANGLADESH TOUR OF ZIMBABWE, 2021",0-3 & DNB,ZIM,Test,Harare,07 Jul 21,3 & DNB,1 & DNB,0 & DNB
"BANGLADESH TOUR OF SRI LANKA, 2021",0-18 & DNB,SL,Test,Pallekele,21 Apr 21,4.5 & DNB,4 & DNB,0 & DNB
"AFGHANISTAN TOUR OF BANGLADESH ONLY TEST, 2019",0-9 & 0-13,AFG,Test,Chattogram,05 Sep 19,2.2 & 1.3,4 & 10,0 & 6
"BANGLADESH TOUR OF NEW ZEALAND, 2019",0-41 & DNB,NZ,Test,Wellington,08 Mar 19,4.5 & DNB,9 & DNB,0 & DNB
"BANGLADESH TOUR OF NEW ZEALAND, 2019",0-32 & DNB,NZ,Test,Hamilton,28 Feb 19,6.4 & DNB,5 & DNB,0 & DNB
"ZIMBABWE TOUR OF BANGLADESH, 2018",DNB & 0-17,ZIM,Test,Dhaka,11 Nov 18,DNB & 8.5,DNB & 2,DNB & 0
"ZIMBABWE TOUR OF BANGLADESH, 2018",DNB & 0-4,ZIM,Test,Sylhet,03 Nov 18,DNB & 4,DNB & 1,DNB & 0
"ASIA CUP, 2018",0-15,AFG,ODI,Abu Dhabi,20 Sep 18,5,3,0
"BANGLADESH TOUR OF WEST INDIES, 2018",0-8 & DNB,WI,Test,"North Sound, Antigua",04 Jul 18,4 & DNB,2 & DNB,0 & DNB
