Stat,Test,ODI,T20,IPL
Matches,76,28,6,0
Innings,51,12,2,0
Balls,973,234,18,0
Runs,607,190,32,0
Maidens,12,1,0,0
Wickets,11,7,0,0
Avg,55.18,27.14,0.0,0.0
Eco,3.74,4.87,10.67,0
SR,88.45,33.43,0.0,0.0
BBI,3/4,2/13,0/14,-/-
BBM,3/9,2/13,0/14,-/-
