Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"IRELAND TOUR OF BANGLADESH, 2025",63 & 87,IRE,Test,Dhaka,19 Nov 25,49.2 & 73.7,1 & 10,0 & 0
"IRELAND TOUR OF BANGLADESH, 2025",82 & DNB,IRE,Test,Sylhet,11 Nov 25,62.1 & DNB,5 & DNB,2 & DNB
"BANGLADESH TOUR OF SRI LANKA, 2025",21 & 15,SL,Test,Colombo,25 Jun 25,53.8 & 45.4,3 & 2,0 & 0
"BANGLADESH TOUR OF SRI LANKA, 2025",29 & 14,SL,Test,Galle,17 Jun 25,87.8 & 35,4 & 0,0 & 1
"ZIMBABWE TOUR OF BANGLADESH, 2025",33 & DNB,ZIM,Test,Chattogram,28 Apr 25,51.5 & DNB,2 & DNB,1 & DNB
"ZIMBABWE TOUR OF BANGLADESH, 2025",56 & 47,ZIM,Test,Sylhet,20 Apr 25,53.3 & 55.9,8 & 6,1 & 0
"BANGLADESH TOUR OF WEST INDIES, 2024",0 & 0,WI,Test,"Kingston, Jamaica",30 Nov 24,0 & 0,0 & 0,0 & 0
"BANGLADESH TOUR OF WEST INDIES, 2024",50 & 11,WI,Test,"North Sound, Antigua",22 Nov 24,43.1 & 30.5,3 & 1,0 & 0
"SOUTH AFRICA TOUR OF BANGLADESH, 2024",82 & 0,RSA,Test,Chattogram,29 Oct 24,73.2 & 0,8 & 0,2 & 0
"SOUTH AFRICA TOUR OF BANGLADESH, 2024",4 & 0,RSA,Test,Dhaka,21 Oct 24,66.6 & 0,1 & 0,0 & 0
"BANGLADESH TOUR OF INDIA, 2024",107* & 2,IND,Test,Kanpur,27 Sep 24,55.1 & 25,17 & 0,1 & 0
"BANGLADESH TOUR OF INDIA, 2024",0 & 13,IND,Test,Chennai,19 Sep 24,0 & 54.1,0 & 3,0 & 0
"BANGLADESH TOUR OF PAKISTAN, 2024",1 & 34,PAK,Test,Rawalpindi,30 Aug 24,50 & 47.8,0 & 4,0 & 0
