bowler,overs,maidens,runs,wickets,economy
RP Singh,3.0,0,29,0,9.67
S Sreesanth,3.0,0,28,1,9.33
Ravindra Jadeja,4.0,0,28,1,7.0
Vinay Kumar,3.4,0,26,1,7.65
Muthiah Muralidaran,4.0,0,27,0,6.75
Raiphi Gomez,1.0,0,20,1,20.0
