bowler,overs,maidens,runs,wickets,economy
Murali Kartik,4,0,39,0,9.75
Ashish Nehra,4,0,23,3,5.75
Bhuvneshwar Kumar,4,0,33,0,8.25
Rahul Sharma,3,0,31,0,10.33
Angelo Mathews,4,0,29,1,7.25
Jesse Ryder,1,0,15,0,15.0
