Stat,Test,ODI,T20,IPL
Matches,18,77,91,10
Innings,31,77,90,10
Runs,1305,2920,2648,278
Balls,2299,3263,2058,175
Highest,187,210,107,62
Average,45,40.56,30.79,27.8
SR,56.77,89.49,128.67,158.86
Not Out,2,5,4,0
Fours,150,367,270,33
Sixes,5,36,76,12
Ducks,0,6,8,0
