Stat,Test,ODI,T20,IPL
Matches,0,0,0,16
Innings,0,0,0,16
Balls,0,0,0,359
Runs,0,0,0,524
Maidens,0,0,0,0
Wickets,0,0,0,19
Avg,0.0,0.0,0.0,27.58
Eco,0,0,0,8.76
SR,0.0,0.0,0.0,18.89
BBI,-/-,-/-,-/-,3/32
BBM,-/-,-/-,-/-,3/32
