Stat,Test,ODI,T20,IPL
Matches,0,0,0,16
Innings,0,0,0,3
Runs,0,0,0,5
Balls,0,0,0,11
Highest,0,0,0,4
Average,0,0,0,0
SR,0,0,0,45.46
Not Out,0,0,0,3
Fours,0,0,0,0
Sixes,0,0,0,0
Ducks,0,0,0,0
