bowler,overs,maidens,runs,wickets,economy
Laxmi Shukla,1.0,0,7,0,7.0
Sourav Ganguly,2.0,0,24,1,12.0
Umar Gul,3.3,1,30,2,9.09
Ajit Agarkar,3.0,0,30,0,10.0
Ishant Sharma,3.0,0,23,1,7.67
Ashok Dinda,4.0,0,32,0,8.0
