Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
ICC MEN'S T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER 2026,1-25,VAN,T20I,Nisshin,08 May 26,8.3,3,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",1-21,CIS,T20I,Port Vila,14 Sep 22,7,3,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",3-10,WSM,T20I,Port Vila,14 Sep 22,2.5,4,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",2-34,VAN,T20I,Port Vila,13 Sep 22,8.5,4,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",2-24,WSM,T20I,Port Vila,11 Sep 22,6,4,0
"ICC MENS T20 WORLD CUP EAST ASIA PACIFIC QUALIFIER A, 2022",2-32,CIS,T20I,Port Vila,09 Sep 22,8,4,0
