batter,runs,balls,fours,sixes,strike_rate,dismissal
Mayank Agarwal,5,9,1,0,55.56,c Rashid Khan b Hardik Pandya
Dhawan,35,30,4,0,116.67,c Wade b Rashid Khan
Bairstow,8,8,2,0,100.0,c Rahul Tewatia b Lockie Ferguson
Livingstone,64,27,7,4,237.04,c Miller b Rashid Khan
Jitesh Sharma,23,11,1,2,209.09,c Shubman Gill b Darshan Nalkande
Odean Smith,0,1,0,0,0.0,c Shubman Gill b Darshan Nalkande
Shahrukh Khan,15,8,0,2,187.5,lbw b Rashid Khan
Rabada,1,1,0,0,100.0,run out (Shami/Wade)
Rahul Chahar,22,14,2,1,157.14,not out
Vaibhav Arora,2,6,0,0,33.33,b Shami
Arshdeep Singh,10,5,1,0,200.0,not out
