batter,runs,balls,fours,sixes,strike_rate,dismissal
Ajinkya Rahane,9,7,1,0,128.57,c Rabada b Arshdeep Singh
Ruturaj Gaikwad,32,21,4,1,152.38,c Jitesh Sharma b Rahul Chahar
Daryl Mitchell,30,19,2,1,157.89,lbw b Harshal Patel
Shivam Dube,0,1,0,0,0.0,c Jitesh Sharma b Rahul Chahar
Moeen,17,20,2,0,85.0,c Bairstow b Sam Curran
Ravindra Jadeja,43,26,3,2,165.38,c Sam Curran b Arshdeep Singh
Santner,11,11,1,0,100.0,c Sam Curran b Rahul Chahar
Thakur,17,11,2,1,154.55,b Harshal Patel
Dhoni,0,1,0,0,0.0,b Harshal Patel
Tushar Deshpande,0,1,0,0,0.0,not out
Richard Gleeson,2,2,0,0,100.0,not out
