bowler,overs,maidens,runs,wickets,economy
Rabada,4,0,23,1,5.8
Arshdeep Singh,4,0,52,1,13.0
Sam Curran,3,0,37,0,12.3
Harpreet Brar,4,0,17,2,4.2
Rahul Chahar,4,0,16,2,4.0
Harshal Patel,1,0,12,0,12.0
