batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,49,19,7,3,257.89,c Romario Shepherd b Hazlewood
Vaibhav Suryavanshi,16,12,0,2,133.33,b Bhuvneshwar
Nitish Rana,28,22,3,1,127.27,c Bhuvneshwar b Krunal Pandya
Riyan Parag,22,10,2,2,220.0,c Jitesh Sharma b Krunal Pandya
Dhruv Jurel,47,34,3,3,138.24,c Jitesh Sharma b Hazlewood
Shimron Hetmyer,11,8,1,0,137.5,c Jitesh Sharma b Hazlewood
Shubham Dubey,12,7,1,1,171.43,c Phil Salt b Yash Dayal
Jofra Archer,0,1,0,0,0.0,c Rajat Patidar b Hazlewood
Wanindu Hasaranga,1,3,0,0,33.33,run out (Tim David/Jitesh Sharma)
Tushar Deshpande,1,2,0,0,50.0,not out
Fazalhaq Farooqi,2,2,0,0,100.0,not out
