batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,6,11,1,0,54.55,run out (S Smith/R Uthappa)
Piyush Chawla,16,8,2,1,200.0,c M Pandey b R Sharma
David Hussey,18,17,0,1,105.88,b R Sharma
Praveen Kumar,1,2,0,0,50.0,not out
Dimitri Mascarenhas,5,5,0,0,100.0,c J Ryder b Marlon Samuels
Abhishek Nayar,24,28,2,0,85.71,c S Ganguly b A Nehra
Paul Valthaty,1,5,0,0,20.0,run out (S Smith/M Kartik)
Bipul Sharma,35,18,3,2,194.44,not out
Mandeep Singh,24,23,3,0,104.35,c R Uthappa b J Ryder
James Faulkner,3,4,0,0,75.0,c S Ganguly b A Dinda
