batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,20,16,2,0,125.0,c M Dhoni b D Bollinger
Shane Warne,0,2,0,0,0.0,c DJ Bravo b S Raina
Shane Watson,11,10,1,0,110.0,c S Jakati b R Ashwin
Johan Botha,14,17,0,0,82.35,c & b D Bollinger
Ross Taylor,6,8,0,0,75.0,c W Saha b A Morkel
Ajinkya Rahane,52,36,7,0,144.44,c S Raina b DJ Bravo
Amit Singh,1,2,0,0,50.0,c & b S Raina
Abhishek Raut,19,14,1,1,135.71,run out (W Saha/R Ashwin)
Dishant Yagnik,3,7,0,0,42.86,b D Bollinger
Ashok Menaria,2,5,0,0,40.0,c M Dhoni b R Ashwin
