Stat,Test,ODI,T20,IPL
Matches,0,0,0,2
Innings,0,0,0,2
Balls,0,0,0,48
Runs,0,0,0,66
Maidens,0,0,0,0
Wickets,0,0,0,3
Avg,0.0,0.0,0.0,22.0
Eco,0,0,0,8.25
SR,0.0,0.0,0.0,16.0
BBI,-/-,-/-,-/-,2/41
BBM,-/-,-/-,-/-,2/41
