Stat,Test,ODI,T20,IPL
Matches,17,120,54,109
Innings,32,117,52,105
Balls,2893,6144,1127,2250
Runs,1704,5205,1306,3101
Maidens,63,31,2,1
Wickets,76,194,95,109
Avg,22.42,26.83,13.75,28.45
Eco,3.53,5.08,6.95,8.27
SR,38.07,31.67,11.86,20.64
BBI,5/40,6/25,5/17,4/14
BBM,8/113,6/25,5/17,4/14
