Stat,Test,ODI,T20,IPL
Matches,17,120,54,109
Innings,21,44,10,42
Runs,225,212,48,210
Balls,891,411,71,253
Highest,40,19,23,35
Average,11.84,9.64,8,11.67
SR,25.26,51.59,67.61,83.01
Not Out,2,22,4,24
Fours,22,15,2,18
Sixes,1,0,0,3
Ducks,4,3,3,5
