bowler,overs,maidens,runs,wickets,economy
Lakshmipathy Balaji,4,0,27,0,6.75
Albie Morkel,4,0,27,2,6.75
Manpreet Gony,4,1,14,2,3.5
Muthiah Muralidaran,4,0,19,1,4.75
Makhaya Ntini,4,0,23,2,5.75
